w,y,square_meters,bathrooms_number,lift,rooms_number,other_features,total_floors_in_building,car_parking,availability,condominium_fees,year_of_construction,conditions,zone,floor,heating_centralized,energy_efficiency_class
1,390000,80,1,no,3,electric gate | optic fiber | video entryphone | alarm system | security door | external exposure | closet | balcony | terrace | tv system with satellite dish | window frames in double glass / metal,4,no,available,1,1970,excellent / refurbished,precotto,3,central,d
1,395000,100,1,yes,3,attic | optic fiber | video entryphone | closet | balcony | centralized tv system | partially furnished | cellar | window frames in glass / wood | double exposure,8,no,available,280,1960,to be refurbished,ghisolfa - mac mahon,8,central,e
1,240000,55,1,no,2,electric gate | tavern | optic fiber | video entryphone | alarm system | security door | closet | centralized tv system | furnished | cellar | window frames in double glass / metal | double exposure,5,no,available,100,1960,excellent / refurbished,città studi,1,independent,e
1,475000,130,2,yes,4,electric gate | fireplace | optic fiber | video entryphone | alarm system | security door | closet | terrace | half-day concierge | centralized tv system | partially furnished | cellar | shared garden | window frames in glass / metal | double exposure,14,no,available,290,1976,excellent / refurbished,niguarda,1,central,f
1,525000,125,2,no,2,electric gate | optic fiber | video entryphone | security door | terrace | centralized tv system | partially furnished | window frames in double glass / metal | double exposure,2,1 in garage/box,NA,42,NA,excellent / refurbished,viale ungheria - mecenate,ground floor,independent,c
1,299000,70,1,yes,3,electric gate | video entryphone | security door | terrace | full day concierge | single tv system | cellar | window frames in double glass / pvcdouble exposure,5,1 in shared parking,available,115,1960,excellent / refurbished,san siro,1,central,e
1,395000,76,1,yes,2,electric gate | optic fiber | video entryphone | alarm system | security door | external exposure | terrace | full day concierge | centralized tv system | cellar | shared garden | window frames in triple glass / pvc,5,1 in garage/box,available,No condominium fees,2023,new / under construction,gorla,1,central,a
1,655000,130,2,yes,4,electric gate | optic fiber | video entryphone | alarm system | security door | internal exposure | closet | terrace | centralized tv system | partially furnished | cellar | window frames in double glass / wood,6,1 in garage/box,available,200,2019,excellent / refurbished,villa san giovanni,4,central,a
1,220000,46,1,no,1,security door | external exposure | centralized tv system | window frames in double glass / metal,2,no,available,50,1970,excellent / refurbished,vigentino - fatima,ground floor,independent,f
1,420000,85,2,yes,4,electric gate | optic fiber | video entryphone | security door | external exposure | closet | half-day concierge | centralized tv system | furnished | cellar | shared garden | window frames in double glass / pvc,8,no,available,100,1965,excellent / refurbished,cascina dei pomi,ground floor,central,g
1,185000,62,1,no,2,electric gate | optic fiber | video entryphone | security door | single tv system | shared garden | window frames in double glass / wood | double exposure,1 floor,no,NA,42,2023,new / under construction,bovisasca,ground floor,independent,a
1,475000,120,2,yes,4,balcony | centralized tv system | cellar,7,1 in garage/box,available,292,1965,to be refurbished,primaticcio,4,central,d
1,485000,96,2,yes,3,electric gate | optic fiber | video entryphone | security door | internal exposure | terrace | full day concierge | centralized tv system | cellar | shared garden | window frames in double glass / metal,5,no,available,NA,2023,new / under construction,crescenzago,1,central,a
1,1445000,205,3,yes,5,optic fiber | video entryphone | security door | full day concierge | centralized tv system | partially furnished | cellar | shared garden | window frames in double glass / wood | double exposure,8,no,available,830,NA,excellent / refurbished,pagano,1,central,g
1,268200,86,1,yes,2,electric gate | optic fiber | video entryphone | security door | external exposure | balcony | full day concierge | centralized tv system | shared garden | window frames in glass / wood,8,no,available,NA,1968,to be refurbished,bologna - sulmona,2,central,e
1,365800,92,2,yes,3,electric gate | optic fiber | video entryphone | alarm system | security door | terrace | centralized tv system | cellar | window frames in triple glass / pvc,4,no,available,NA,2027,new / under construction,cascina merlata - musocco,2,central,a
1,270000,90,1,yes,3,"reception | kitchen | shared garden | window frames in glass / wood | exposure south, east",6,no,available,100,1970,to be refurbished,via fra' cristoforo,mezzanine,central,NA
1,320000,55,1,yes,2,electric gate | optic fiber | security door | internal exposure | centralized tv system | furnished | shared garden | window frames in double glass / wood,4,no,available,200,1968,good condition / liveable,san siro,mezzanine,central,g
1,390000,120,2,yes,4,security door | balcony | terrace | single tv system | furnished | cellar | shared garden | window frames in double glass / pvcdouble exposure,4,1 in garage/box,available,200,1970,excellent / refurbished,bruzzano,2,central,e
1,378000,120,2,yes,3,"kitchen | shared garden | window frames in double glass / wood | exposure east, west",5,1 in garage/box,available,NA,1970,good condition / liveable,quartiere forlanini,1,independent,NA
1,365000,97,1,no,2,electric gate | optic fiber | security door | internal exposure | terrace | centralized tv system | window frames in double glass / pvc,1 floor,no,available,90,1950,excellent / refurbished,cimiano,1,independent,e
1,690000,150,2,no,3,electric gate | optic fiber | video entryphone | alarm system | security door | internal exposure | terrace | full day concierge | centralized tv system | partially furnished | shared garden | window frames in double glass / metal,2,no,available from 01/07/2024,300,1950,excellent / refurbished,barona,mezzanine,central,d
1,579000,150,2,yes,4,electric gate | optic fiber | video entryphone | security door | closet | balcony | terrace | full day concierge | centralized tv system | furnished | cellar | shared garden | window frames in double glass / metal | double exposure,6,2 in garage/box,available,300,1970,good condition / liveable,corvetto,4,central,NA
1,285000,80,1,yes,2,electric gate | security door | internal exposure | terrace | half-day concierge | centralized tv system | cellar | shared garden | window frames in double glass / wood,7,1 in garage/box,available,85,2000,excellent / refurbished,niguarda,4,independent,f
1,435000,111,2,yes,3,electric gate | optic fiber | video entryphone | alarm system | security door | external exposure | terrace | centralized tv system | cellar | window frames in double glass / pvc,15,1 in garage/box,available,NA,2024,new / under construction,affori,3,independent,a
1,600000,70,1,yes,3,optic fiber | video entryphone | security door | closet | terrace | full day concierge | centralized tv system | furnished | window frames in double glass / pvcdouble exposure,6,no,available,100,1930,good condition / liveable,buenos aires,5,independent,e
1,840000,124,2,yes,3,electric gate | optic fiber | security door | balcony | full day concierge | centralized tv system | cellar | shared garden | window frames in glass / wood | double exposure,8,no,available,330,1960,to be refurbished,argonne - corsica,5,central,f
1,620000,100,2,no,3,electric gate | optic fiber | security door | closet | centralized tv system | cellar | shared garden | window frames in glass / wood | double exposure,3,no,available,166,1900,excellent / refurbished,montenero,3,independent,g
1,289000,50,1,yes,2,electric gate | optic fiber | security door | internal exposure | balcony | terrace | half-day concierge | centralized tv system | cellar | window frames in double glass / pvc,7,no,available,170,1970,excellent / refurbished,argonne - corsica,3,central,f
1,155000,65,1,yes,2,electric gate | security door | balcony | full day concierge | centralized tv system | partially furnished | cellar | shared garden | window frames in double glass / pvcdouble exposure,7,no,available,200,1965,good condition / liveable,quarto oggiaro,mezzanine,central,e
1,795000,110,2,yes,3,electric gate | optic fiber | video entryphone | alarm system | security door | terrace | full day concierge | centralized tv system | cellar | window frames in double glass / pvcdouble exposure,3,1 in garage/box,available,200,2023,new / under construction,navigli - darsena,2,central,a
1,790000,165,3,yes,3,optic fiber | alarm system | internal exposure | half-day concierge | centralized tv system | partially furnished | window frames in double glass / pvc,4,no,available,459,1930,good condition / liveable,porta romana - medaglie d'oro,ground floor,central,g
1,248000,45,1,yes,2,optic fiber | external exposure | full day concierge | centralized tv system | shared garden,8,no,available,130,1970,excellent / refurbished,piazzale siena,8,central,f
1,165000,45,1,yes,2,optic fiber | security door | single tv system | partially furnished | cellar | window frames in double glass / pvcdouble exposure,5,no,available,100,1930,to be refurbished,bovisa,1,independent,g
